"","pID","age","mass","height","hand","velo_max","velo_min","throw","velo"
"456","p13",24,136.2,66,"R",69.9,39.1,23,57.5
"457","p13",24,136.2,66,"R",69.9,39.1,24,59.4
"458","p13",24,136.2,66,"R",69.9,39.1,25,58.1
"459","p13",24,136.2,66,"R",69.9,39.1,26,60.8
"460","p13",24,136.2,66,"R",69.9,39.1,27,63.6
"461","p13",24,136.2,66,"R",69.9,39.1,28,62
"462","p13",24,136.2,66,"R",69.9,39.1,29,61.6
"463","p13",24,136.2,66,"R",69.9,39.1,30,62.3
"464","p13",24,136.2,66,"R",69.9,39.1,31,62.9
"465","p13",24,136.2,66,"R",69.9,39.1,32,64.1
"466","p13",24,136.2,66,"R",69.9,39.1,33,64.1
"467","p13",24,136.2,66,"R",69.9,39.1,34,64.6
"468","p13",24,136.2,66,"R",69.9,39.1,35,69.9
"469","p14",23,235.6,78,"R",77.8,39.1,1,39.1
"470","p14",23,235.6,78,"R",77.8,39.1,2,39.9
"471","p14",23,235.6,78,"R",77.8,39.1,3,43.3
"472","p14",23,235.6,78,"R",77.8,39.1,4,43.4
"473","p14",23,235.6,78,"R",77.8,39.1,5,45
"474","p14",23,235.6,78,"R",77.8,39.1,6,48.6
"475","p14",23,235.6,78,"R",77.8,39.1,7,49.1
"476","p14",23,235.6,78,"R",77.8,39.1,8,51.7
"477","p14",23,235.6,78,"R",77.8,39.1,9,52.1
"478","p14",23,235.6,78,"R",77.8,39.1,10,56.1
"479","p14",23,235.6,78,"R",77.8,39.1,11,56.1
"480","p14",23,235.6,78,"R",77.8,39.1,12,55.1
"481","p14",23,235.6,78,"R",77.8,39.1,13,57
"482","p14",23,235.6,78,"R",77.8,39.1,14,61.4
"483","p14",23,235.6,78,"R",77.8,39.1,15,65.4
"484","p14",23,235.6,78,"R",77.8,39.1,16,66.1
"485","p14",23,235.6,78,"R",77.8,39.1,17,67.5
"486","p14",23,235.6,78,"R",77.8,39.1,18,68.3
"487","p14",23,235.6,78,"R",77.8,39.1,19,68
"488","p14",23,235.6,78,"R",77.8,39.1,20,69.1
"489","p14",23,235.6,78,"R",77.8,39.1,21,66.9
"490","p14",23,235.6,78,"R",77.8,39.1,22,65.8
"491","p14",23,235.6,78,"R",77.8,39.1,23,69.2
"492","p14",23,235.6,78,"R",77.8,39.1,24,69.8
"493","p14",23,235.6,78,"R",77.8,39.1,25,69.7
"494","p14",23,235.6,78,"R",77.8,39.1,26,70.6
"495","p14",23,235.6,78,"R",77.8,39.1,27,70.3
"496","p14",23,235.6,78,"R",77.8,39.1,28,71.1
"497","p14",23,235.6,78,"R",77.8,39.1,29,71.3
"498","p14",23,235.6,78,"R",77.8,39.1,30,71.5
"499","p14",23,235.6,78,"R",77.8,39.1,31,72.3
"500","p14",23,235.6,78,"R",77.8,39.1,32,72.6
"501","p14",23,235.6,78,"R",77.8,39.1,33,72.4
"502","p14",23,235.6,78,"R",77.8,39.1,34,73.3
"503","p14",23,235.6,78,"R",77.8,39.1,35,74.3
"504","p14",23,235.6,78,"R",77.8,39.1,36,74.4
"505","p14",23,235.6,78,"R",77.8,39.1,37,74.2
"506","p14",23,235.6,78,"R",77.8,39.1,38,74.3
"507","p14",23,235.6,78,"R",77.8,39.1,39,73.9
"508","p14",23,235.6,78,"R",77.8,39.1,40,75.1
"509","p14",23,235.6,78,"R",77.8,39.1,41,74.4
"510","p14",23,235.6,78,"R",77.8,39.1,42,75.1
"511","p14",23,235.6,78,"R",77.8,39.1,43,71.6
"512","p14",23,235.6,78,"R",77.8,39.1,44,74.8
"513","p14",23,235.6,78,"R",77.8,39.1,45,77.8
"514","p15",24,187.4,75,"R",85.6,29.4,1,29.4
"515","p15",24,187.4,75,"R",85.6,29.4,2,32.8
"516","p15",24,187.4,75,"R",85.6,29.4,3,32.6
"517","p15",24,187.4,75,"R",85.6,29.4,4,40.1
"518","p15",24,187.4,75,"R",85.6,29.4,5,44.4
"519","p15",24,187.4,75,"R",85.6,29.4,6,45.3
"520","p15",24,187.4,75,"R",85.6,29.4,7,48.9
"521","p15",24,187.4,75,"R",85.6,29.4,8,49.8
"522","p15",24,187.4,75,"R",85.6,29.4,9,54.1
"523","p15",24,187.4,75,"R",85.6,29.4,10,56.5
"524","p15",24,187.4,75,"R",85.6,29.4,11,57.3
"525","p15",24,187.4,75,"R",85.6,29.4,12,63.4
"526","p15",24,187.4,75,"R",85.6,29.4,13,65.9
"527","p15",24,187.4,75,"R",85.6,29.4,14,70.1
"528","p15",24,187.4,75,"R",85.6,29.4,15,72.9
"529","p15",24,187.4,75,"R",85.6,29.4,16,76.6
"530","p15",24,187.4,75,"R",85.6,29.4,17,76.9
"531","p15",24,187.4,75,"R",85.6,29.4,18,73.4
"532","p15",24,187.4,75,"R",85.6,29.4,19,77.4
"533","p15",24,187.4,75,"R",85.6,29.4,20,74.8
"534","p15",24,187.4,75,"R",85.6,29.4,21,77.6
"535","p15",24,187.4,75,"R",85.6,29.4,22,80.6
"536","p15",24,187.4,75,"R",85.6,29.4,23,81.1
"537","p15",24,187.4,75,"R",85.6,29.4,24,81.6
"538","p15",24,187.4,75,"R",85.6,29.4,25,81.8
"539","p15",24,187.4,75,"R",85.6,29.4,26,83.1
"540","p15",24,187.4,75,"R",85.6,29.4,27,85.6
"541","p16",17,179,70,"R",75.9,34.3,1,34.3
"542","p16",17,179,70,"R",75.9,34.3,2,34.7
"543","p16",17,179,70,"R",75.9,34.3,3,39.6
"544","p16",17,179,70,"R",75.9,34.3,4,39.9
"545","p16",17,179,70,"R",75.9,34.3,5,41.9
"546","p16",17,179,70,"R",75.9,34.3,6,44.9
"547","p16",17,179,70,"R",75.9,34.3,7,47.9
"548","p16",17,179,70,"R",75.9,34.3,8,50.8
"549","p16",17,179,70,"R",75.9,34.3,9,54.1
"550","p16",17,179,70,"R",75.9,34.3,10,54.4
"551","p16",17,179,70,"R",75.9,34.3,11,55.6
"552","p16",17,179,70,"R",75.9,34.3,12,58.3
"553","p16",17,179,70,"R",75.9,34.3,13,58.1
"554","p16",17,179,70,"R",75.9,34.3,14,62.1
"555","p16",17,179,70,"R",75.9,34.3,15,62.6
"556","p16",17,179,70,"R",75.9,34.3,16,63.8
"557","p16",17,179,70,"R",75.9,34.3,17,66
"558","p16",17,179,70,"R",75.9,34.3,18,67.6
"559","p16",17,179,70,"R",75.9,34.3,19,68.5
"560","p16",17,179,70,"R",75.9,34.3,20,68.7
"561","p16",17,179,70,"R",75.9,34.3,21,69.6
"562","p16",17,179,70,"R",75.9,34.3,22,70.2
"563","p16",17,179,70,"R",75.9,34.3,23,68.5
"564","p16",17,179,70,"R",75.9,34.3,24,71.5
"565","p16",17,179,70,"R",75.9,34.3,25,71.3
"566","p16",17,179,70,"R",75.9,34.3,26,72.9
"567","p16",17,179,70,"R",75.9,34.3,27,75
"568","p16",17,179,70,"R",75.9,34.3,28,75
"569","p16",17,179,70,"R",75.9,34.3,29,75.4
"570","p16",17,179,70,"R",75.9,34.3,30,75.8
"571","p16",17,179,70,"R",75.9,34.3,31,67.4
"572","p16",17,179,70,"R",75.9,34.3,32,70.5
"573","p16",17,179,70,"R",75.9,34.3,33,75.9
"574","p17",18,217.6,77,"R",75,32.8,1,32.8
"575","p17",18,217.6,77,"R",75,32.8,2,36.6
"576","p17",18,217.6,77,"R",75,32.8,3,36.3
"577","p17",18,217.6,77,"R",75,32.8,4,40.4
"578","p17",18,217.6,77,"R",75,32.8,5,43.6
"579","p17",18,217.6,77,"R",75,32.8,6,NA
"580","p17",18,217.6,77,"R",75,32.8,7,51.1
"581","p17",18,217.6,77,"R",75,32.8,8,50.8
"582","p17",18,217.6,77,"R",75,32.8,9,54.8
"583","p17",18,217.6,77,"R",75,32.8,10,55.8
"584","p17",18,217.6,77,"R",75,32.8,11,57
"585","p17",18,217.6,77,"R",75,32.8,12,57
"586","p17",18,217.6,77,"R",75,32.8,13,63.4
"587","p17",18,217.6,77,"R",75,32.8,14,63.4
"588","p17",18,217.6,77,"R",75,32.8,15,64.4
"589","p17",18,217.6,77,"R",75,32.8,16,66.2
"590","p17",18,217.6,77,"R",75,32.8,17,67.9
"591","p17",18,217.6,77,"R",75,32.8,18,68.1
"592","p17",18,217.6,77,"R",75,32.8,19,70.5
"593","p17",18,217.6,77,"R",75,32.8,20,71.5
"594","p17",18,217.6,77,"R",75,32.8,21,71.5
"595","p17",18,217.6,77,"R",75,32.8,22,71.3
"596","p17",18,217.6,77,"R",75,32.8,23,71.9
"597","p17",18,217.6,77,"R",75,32.8,24,69.8
"598","p17",18,217.6,77,"R",75,32.8,25,71.4
"599","p17",18,217.6,77,"R",75,32.8,26,70.6
"600","p17",18,217.6,77,"R",75,32.8,27,70.5
"601","p17",18,217.6,77,"R",75,32.8,28,72.4
"602","p17",18,217.6,77,"R",75,32.8,29,69.9
"603","p17",18,217.6,77,"R",75,32.8,30,73.1
"604","p17",18,217.6,77,"R",75,32.8,31,71.5
"605","p17",18,217.6,77,"R",75,32.8,32,71.2
"606","p17",18,217.6,77,"R",75,32.8,33,72.8
"607","p17",18,217.6,77,"R",75,32.8,34,70.3
"608","p17",18,217.6,77,"R",75,32.8,35,70.8
"609","p17",18,217.6,77,"R",75,32.8,36,71.5
"610","p17",18,217.6,77,"R",75,32.8,37,72.3
"611","p17",18,217.6,77,"R",75,32.8,38,70.7
"612","p17",18,217.6,77,"R",75,32.8,39,73.4
"613","p17",18,217.6,77,"R",75,32.8,40,72.9
"614","p17",18,217.6,77,"R",75,32.8,41,74.8
"615","p17",18,217.6,77,"R",75,32.8,42,74.8
"616","p17",18,217.6,77,"R",75,32.8,43,75
"617","p17",18,217.6,77,"R",75,32.8,44,73.3
"618","p17",18,217.6,77,"R",75,32.8,45,73.2
"619","p17",18,217.6,77,"R",75,32.8,46,72.6
"620","p17",18,217.6,77,"R",75,32.8,47,73.5
"621","p17",18,217.6,77,"R",75,32.8,48,73.1
"622","p17",18,217.6,77,"R",75,32.8,49,72.6
"623","p17",18,217.6,77,"R",75,32.8,50,73.3
"624","p17",18,217.6,77,"R",75,32.8,51,73.4
"625","p18",20,216.4,75,"R",85.1,30,1,30
"626","p18",20,216.4,75,"R",85.1,30,2,32.6
"627","p18",20,216.4,75,"R",85.1,30,3,36
"628","p18",20,216.4,75,"R",85.1,30,4,38.9
"629","p18",20,216.4,75,"R",85.1,30,5,NA
"630","p18",20,216.4,75,"R",85.1,30,6,42.3
"631","p18",20,216.4,75,"R",85.1,30,7,47.2
"632","p18",20,216.4,75,"R",85.1,30,8,48.6
"633","p18",20,216.4,75,"R",85.1,30,9,52.6
"634","p18",20,216.4,75,"R",85.1,30,10,49.3
"635","p18",20,216.4,75,"R",85.1,30,11,54.8
"636","p18",20,216.4,75,"R",85.1,30,12,63.6
"637","p18",20,216.4,75,"R",85.1,30,13,70.6
"638","p18",20,216.4,75,"R",85.1,30,14,72.4
"639","p18",20,216.4,75,"R",85.1,30,15,75.4
"640","p18",20,216.4,75,"R",85.1,30,16,74.5
"641","p18",20,216.4,75,"R",85.1,30,17,77.9
"642","p18",20,216.4,75,"R",85.1,30,18,78.9
"643","p18",20,216.4,75,"R",85.1,30,19,81.8
"644","p18",20,216.4,75,"R",85.1,30,20,80.5
"645","p18",20,216.4,75,"R",85.1,30,21,79.7
"646","p18",20,216.4,75,"R",85.1,30,22,84.1
"647","p18",20,216.4,75,"R",85.1,30,23,82.5
"648","p18",20,216.4,75,"R",85.1,30,24,84.1
"649","p18",20,216.4,75,"R",85.1,30,25,83.1
"650","p18",20,216.4,75,"R",85.1,30,26,82
"651","p18",20,216.4,75,"R",85.1,30,27,83.8
"652","p18",20,216.4,75,"R",85.1,30,28,85.1
"653","p18",20,216.4,75,"R",85.1,30,29,84.6
"654","p18",20,216.4,75,"R",85.1,30,30,83.9
"655","p19",20,213.4,80,"L",75.3,34.8,1,34.8
"656","p19",20,213.4,80,"L",75.3,34.8,2,36.5
"657","p19",20,213.4,80,"L",75.3,34.8,3,36.9
"658","p19",20,213.4,80,"L",75.3,34.8,4,38.3
"659","p19",20,213.4,80,"L",75.3,34.8,5,41.1
"660","p19",20,213.4,80,"L",75.3,34.8,6,46.2
"661","p19",20,213.4,80,"L",75.3,34.8,7,48.5
"662","p19",20,213.4,80,"L",75.3,34.8,8,48.3
"663","p19",20,213.4,80,"L",75.3,34.8,9,50.4
"664","p19",20,213.4,80,"L",75.3,34.8,10,50.8
"665","p19",20,213.4,80,"L",75.3,34.8,11,53.5
"666","p19",20,213.4,80,"L",75.3,34.8,12,54.4
"667","p19",20,213.4,80,"L",75.3,34.8,13,58.1
"668","p19",20,213.4,80,"L",75.3,34.8,14,60.8
"669","p19",20,213.4,80,"L",75.3,34.8,15,64.3
"670","p19",20,213.4,80,"L",75.3,34.8,16,63.8
"671","p19",20,213.4,80,"L",75.3,34.8,17,64.3
"672","p19",20,213.4,80,"L",75.3,34.8,18,63.6
"673","p19",20,213.4,80,"L",75.3,34.8,19,63.6
"674","p19",20,213.4,80,"L",75.3,34.8,20,67.1
"675","p19",20,213.4,80,"L",75.3,34.8,21,64.6
"676","p19",20,213.4,80,"L",75.3,34.8,22,69.2
"677","p19",20,213.4,80,"L",75.3,34.8,23,65.1
"678","p19",20,213.4,80,"L",75.3,34.8,24,70.6
"679","p19",20,213.4,80,"L",75.3,34.8,25,70.3
"680","p19",20,213.4,80,"L",75.3,34.8,26,71.1
"681","p19",20,213.4,80,"L",75.3,34.8,27,71.6
"682","p19",20,213.4,80,"L",75.3,34.8,28,71.3
"683","p19",20,213.4,80,"L",75.3,34.8,29,72.6
"684","p19",20,213.4,80,"L",75.3,34.8,30,74.4
"685","p19",20,213.4,80,"L",75.3,34.8,31,75.3
"686","p19",20,213.4,80,"L",75.3,34.8,32,74.8
"687","p19",20,213.4,80,"L",75.3,34.8,33,71.8
"688","p19",20,213.4,80,"L",75.3,34.8,34,73
"689","p19",20,213.4,80,"L",75.3,34.8,35,70.3
"690","p19",20,213.4,80,"L",75.3,34.8,36,74.5
"691","p19",20,213.4,80,"L",75.3,34.8,37,75.2
"692","p19",20,213.4,80,"L",75.3,34.8,38,74.6
"693","p19",20,213.4,80,"L",75.3,34.8,39,74.3
"694","p19",20,213.4,80,"L",75.3,34.8,40,74.2
"695","p19",20,213.4,80,"L",75.3,34.8,41,70.8
"696","p19",20,213.4,80,"L",75.3,34.8,42,72.3
"697","p20",20,224.8,75,"R",81.4,30.1,1,31
"698","p20",20,224.8,75,"R",81.4,30.1,2,30.1
"699","p20",20,224.8,75,"R",81.4,30.1,3,32.6
"700","p20",20,224.8,75,"R",81.4,30.1,4,34
"701","p20",20,224.8,75,"R",81.4,30.1,5,34.8
"702","p20",20,224.8,75,"R",81.4,30.1,6,40.2
"703","p20",20,224.8,75,"R",81.4,30.1,7,40.8
"704","p20",20,224.8,75,"R",81.4,30.1,8,41.3
"705","p20",20,224.8,75,"R",81.4,30.1,9,41.8
"706","p20",20,224.8,75,"R",81.4,30.1,10,44.4
"707","p20",20,224.8,75,"R",81.4,30.1,11,47.2
"708","p20",20,224.8,75,"R",81.4,30.1,12,48.8
"709","p20",20,224.8,75,"R",81.4,30.1,13,47.8
"710","p20",20,224.8,75,"R",81.4,30.1,14,49.8
"711","p20",20,224.8,75,"R",81.4,30.1,15,51.2
"712","p20",20,224.8,75,"R",81.4,30.1,16,52.6
"713","p20",20,224.8,75,"R",81.4,30.1,17,52.4
"714","p20",20,224.8,75,"R",81.4,30.1,18,53.6
"715","p20",20,224.8,75,"R",81.4,30.1,19,55.4
"716","p20",20,224.8,75,"R",81.4,30.1,20,56.3
"717","p20",20,224.8,75,"R",81.4,30.1,21,56.7
"718","p20",20,224.8,75,"R",81.4,30.1,22,57.8
"719","p20",20,224.8,75,"R",81.4,30.1,23,60.4
"720","p20",20,224.8,75,"R",81.4,30.1,24,61.6
"721","p20",20,224.8,75,"R",81.4,30.1,25,62.6
"722","p20",20,224.8,75,"R",81.4,30.1,26,61.9
"723","p20",20,224.8,75,"R",81.4,30.1,27,61.9
"724","p20",20,224.8,75,"R",81.4,30.1,28,62.3
"725","p20",20,224.8,75,"R",81.4,30.1,29,63.3
"726","p20",20,224.8,75,"R",81.4,30.1,30,65.4
"727","p20",20,224.8,75,"R",81.4,30.1,31,65.3
"728","p20",20,224.8,75,"R",81.4,30.1,32,68
"729","p20",20,224.8,75,"R",81.4,30.1,33,65.6
"730","p20",20,224.8,75,"R",81.4,30.1,34,64.7
"731","p20",20,224.8,75,"R",81.4,30.1,35,65.9
"732","p20",20,224.8,75,"R",81.4,30.1,36,66.6
"733","p20",20,224.8,75,"R",81.4,30.1,37,67.8
"734","p20",20,224.8,75,"R",81.4,30.1,38,68.9
"735","p20",20,224.8,75,"R",81.4,30.1,39,68.7
"736","p20",20,224.8,75,"R",81.4,30.1,40,70.6
"737","p20",20,224.8,75,"R",81.4,30.1,41,71.7
"738","p20",20,224.8,75,"R",81.4,30.1,42,70.1
"739","p20",20,224.8,75,"R",81.4,30.1,43,73.6
"740","p20",20,224.8,75,"R",81.4,30.1,44,72.6
"741","p20",20,224.8,75,"R",81.4,30.1,45,79.6
"742","p20",20,224.8,75,"R",81.4,30.1,46,78.9
"743","p20",20,224.8,75,"R",81.4,30.1,47,80.8
"744","p20",20,224.8,75,"R",81.4,30.1,48,81.4
"745","p20",20,224.8,75,"R",81.4,30.1,49,80.8
"746","p21",22,216.4,70,"R",80.8,28.9,1,28.9
"747","p21",22,216.4,70,"R",80.8,28.9,2,34.6
"748","p21",22,216.4,70,"R",80.8,28.9,3,39.9
"749","p21",22,216.4,70,"R",80.8,28.9,4,42.2
"750","p21",22,216.4,70,"R",80.8,28.9,5,46.4
"751","p21",22,216.4,70,"R",80.8,28.9,6,49
"752","p21",22,216.4,70,"R",80.8,28.9,7,51.1
"753","p21",22,216.4,70,"R",80.8,28.9,8,53.2
"754","p21",22,216.4,70,"R",80.8,28.9,9,55.1
"755","p21",22,216.4,70,"R",80.8,28.9,10,61.1
"756","p21",22,216.4,70,"R",80.8,28.9,11,59.1
"757","p21",22,216.4,70,"R",80.8,28.9,12,60.9
"758","p21",22,216.4,70,"R",80.8,28.9,13,65
"759","p21",22,216.4,70,"R",80.8,28.9,14,70.2
"760","p21",22,216.4,70,"R",80.8,28.9,15,69.8
"761","p21",22,216.4,70,"R",80.8,28.9,16,70.9
"762","p21",22,216.4,70,"R",80.8,28.9,17,70.9
"763","p21",22,216.4,70,"R",80.8,28.9,18,70.3
"764","p21",22,216.4,70,"R",80.8,28.9,19,72.5
"765","p21",22,216.4,70,"R",80.8,28.9,20,71
"766","p21",22,216.4,70,"R",80.8,28.9,21,73.4
"767","p21",22,216.4,70,"R",80.8,28.9,22,68.9
"768","p21",22,216.4,70,"R",80.8,28.9,23,70.2
"769","p21",22,216.4,70,"R",80.8,28.9,24,69.9
"770","p21",22,216.4,70,"R",80.8,28.9,25,74.3
"771","p21",22,216.4,70,"R",80.8,28.9,26,77.2
"772","p21",22,216.4,70,"R",80.8,28.9,27,80.8
"773","p21",22,216.4,70,"R",80.8,28.9,28,77.8
"774","p21",22,216.4,70,"R",80.8,28.9,29,78.4
"775","p21",22,216.4,70,"R",80.8,28.9,30,76.4
"776","p22",22,202.4,74,"R",78.8,31.1,1,31.1
"777","p22",22,202.4,74,"R",78.8,31.1,2,34.8
"778","p22",22,202.4,74,"R",78.8,31.1,3,37.3
"779","p22",22,202.4,74,"R",78.8,31.1,4,41
"780","p22",22,202.4,74,"R",78.8,31.1,5,41.6
"781","p22",22,202.4,74,"R",78.8,31.1,6,41.9
"782","p22",22,202.4,74,"R",78.8,31.1,7,50.6
"783","p22",22,202.4,74,"R",78.8,31.1,8,56.3
"784","p22",22,202.4,74,"R",78.8,31.1,9,58.9
"785","p22",22,202.4,74,"R",78.8,31.1,10,59.6
"786","p22",22,202.4,74,"R",78.8,31.1,11,60.5
"787","p22",22,202.4,74,"R",78.8,31.1,12,67.6
"788","p22",22,202.4,74,"R",78.8,31.1,13,68.8
"789","p22",22,202.4,74,"R",78.8,31.1,14,71.8
"790","p22",22,202.4,74,"R",78.8,31.1,15,71.3
"791","p22",22,202.4,74,"R",78.8,31.1,16,72.6
"792","p22",22,202.4,74,"R",78.8,31.1,17,74.4
"793","p22",22,202.4,74,"R",78.8,31.1,18,75.8
"794","p22",22,202.4,74,"R",78.8,31.1,19,77
"795","p22",22,202.4,74,"R",78.8,31.1,20,78.8
"796","p23",19,170,71,"R",80.2,32.9,1,33
"797","p23",19,170,71,"R",80.2,32.9,2,32.9
"798","p23",19,170,71,"R",80.2,32.9,3,35
"799","p23",19,170,71,"R",80.2,32.9,4,35.3
"800","p23",19,170,71,"R",80.2,32.9,5,35.4
"801","p23",19,170,71,"R",80.2,32.9,6,37
"802","p23",19,170,71,"R",80.2,32.9,7,41.1
"803","p23",19,170,71,"R",80.2,32.9,8,42
"804","p23",19,170,71,"R",80.2,32.9,9,44.1
"805","p23",19,170,71,"R",80.2,32.9,10,45.6
"806","p23",19,170,71,"R",80.2,32.9,11,45.2
"807","p23",19,170,71,"R",80.2,32.9,12,46.4
"808","p23",19,170,71,"R",80.2,32.9,13,50.4
"809","p23",19,170,71,"R",80.2,32.9,14,48.8
"810","p23",19,170,71,"R",80.2,32.9,15,50.8
"811","p23",19,170,71,"R",80.2,32.9,16,51.8
"812","p23",19,170,71,"R",80.2,32.9,17,54.3
"813","p23",19,170,71,"R",80.2,32.9,18,55.2
"814","p23",19,170,71,"R",80.2,32.9,19,57.7
"815","p23",19,170,71,"R",80.2,32.9,20,59.8
"816","p23",19,170,71,"R",80.2,32.9,21,61
"817","p23",19,170,71,"R",80.2,32.9,22,62.5
"818","p23",19,170,71,"R",80.2,32.9,23,63.4
"819","p23",19,170,71,"R",80.2,32.9,24,66.5
"820","p23",19,170,71,"R",80.2,32.9,25,67.1
"821","p23",19,170,71,"R",80.2,32.9,26,70.9
"822","p23",19,170,71,"R",80.2,32.9,27,73.1
"823","p23",19,170,71,"R",80.2,32.9,28,75.4
"824","p23",19,170,71,"R",80.2,32.9,29,76
"825","p23",19,170,71,"R",80.2,32.9,30,76.1
"826","p23",19,170,71,"R",80.2,32.9,31,71
"827","p23",19,170,71,"R",80.2,32.9,32,77.1
"828","p23",19,170,71,"R",80.2,32.9,33,79.6
"829","p23",19,170,71,"R",80.2,32.9,34,80.2
"830","p24",20,188.6,75,"R",79.6,24.9,1,24.9
"831","p24",20,188.6,75,"R",79.6,24.9,2,28.7
"832","p24",20,188.6,75,"R",79.6,24.9,3,NA
"833","p24",20,188.6,75,"R",79.6,24.9,4,46
"834","p24",20,188.6,75,"R",79.6,24.9,5,51.7
"835","p24",20,188.6,75,"R",79.6,24.9,6,59.7
"836","p24",20,188.6,75,"R",79.6,24.9,7,62.6
"837","p24",20,188.6,75,"R",79.6,24.9,8,64.9
"838","p24",20,188.6,75,"R",79.6,24.9,9,65.1
"839","p24",20,188.6,75,"R",79.6,24.9,10,68.1
"840","p24",20,188.6,75,"R",79.6,24.9,11,67.8
"841","p24",20,188.6,75,"R",79.6,24.9,12,69.9
"842","p24",20,188.6,75,"R",79.6,24.9,13,70.1
"843","p24",20,188.6,75,"R",79.6,24.9,14,70.6
"844","p24",20,188.6,75,"R",79.6,24.9,15,70.8
"845","p24",20,188.6,75,"R",79.6,24.9,16,70.9
"846","p24",20,188.6,75,"R",79.6,24.9,17,72.5
"847","p24",20,188.6,75,"R",79.6,24.9,18,73.1
"848","p24",20,188.6,75,"R",79.6,24.9,19,74.4
"849","p24",20,188.6,75,"R",79.6,24.9,20,72.7
"850","p24",20,188.6,75,"R",79.6,24.9,21,75.9
"851","p24",20,188.6,75,"R",79.6,24.9,22,69.1
"852","p24",20,188.6,75,"R",79.6,24.9,23,70.2
"853","p24",20,188.6,75,"R",79.6,24.9,24,75.2
"854","p24",20,188.6,75,"R",79.6,24.9,25,73.4
"855","p24",20,188.6,75,"R",79.6,24.9,26,75.4
"856","p24",20,188.6,75,"R",79.6,24.9,27,76
"857","p24",20,188.6,75,"R",79.6,24.9,28,79.6
"858","p24",20,188.6,75,"R",79.6,24.9,29,76.8
"859","p25",22,193.2,74,"R",80.3,28.3,1,28.3
"860","p25",22,193.2,74,"R",80.3,28.3,2,29.8
"861","p25",22,193.2,74,"R",80.3,28.3,3,30.8
"862","p25",22,193.2,74,"R",80.3,28.3,4,33.1
"863","p25",22,193.2,74,"R",80.3,28.3,5,36.8
"864","p25",22,193.2,74,"R",80.3,28.3,6,40.9
"865","p25",22,193.2,74,"R",80.3,28.3,7,46.3
"866","p25",22,193.2,74,"R",80.3,28.3,8,47.7
"867","p25",22,193.2,74,"R",80.3,28.3,9,55.3
"868","p25",22,193.2,74,"R",80.3,28.3,10,59.3
"869","p25",22,193.2,74,"R",80.3,28.3,11,61.4
"870","p25",22,193.2,74,"R",80.3,28.3,12,62.3
"871","p25",22,193.2,74,"R",80.3,28.3,13,67.4
"872","p25",22,193.2,74,"R",80.3,28.3,14,68.6
"873","p25",22,193.2,74,"R",80.3,28.3,15,70.9
"874","p25",22,193.2,74,"R",80.3,28.3,16,73.3
"875","p25",22,193.2,74,"R",80.3,28.3,17,72.7
"876","p25",22,193.2,74,"R",80.3,28.3,18,73.4
"877","p25",22,193.2,74,"R",80.3,28.3,19,75.2
"878","p25",22,193.2,74,"R",80.3,28.3,20,74.6
"879","p25",22,193.2,74,"R",80.3,28.3,21,76.3
"880","p25",22,193.2,74,"R",80.3,28.3,22,75.1
"881","p25",22,193.2,74,"R",80.3,28.3,23,76.3
"882","p25",22,193.2,74,"R",80.3,28.3,24,76.9
"883","p25",22,193.2,74,"R",80.3,28.3,25,78.1
"884","p25",22,193.2,74,"R",80.3,28.3,26,77.1
"885","p25",22,193.2,74,"R",80.3,28.3,27,76.3
"886","p25",22,193.2,74,"R",80.3,28.3,28,77.1
"887","p25",22,193.2,74,"R",80.3,28.3,29,77.9
"888","p25",22,193.2,74,"R",80.3,28.3,30,78.9
"889","p25",22,193.2,74,"R",80.3,28.3,31,78.9
"890","p25",22,193.2,74,"R",80.3,28.3,32,77.8
"891","p25",22,193.2,74,"R",80.3,28.3,33,78.2
"892","p25",22,193.2,74,"R",80.3,28.3,34,78.8
"893","p25",22,193.2,74,"R",80.3,28.3,35,77.6
"894","p25",22,193.2,74,"R",80.3,28.3,36,79.1
"895","p25",22,193.2,74,"R",80.3,28.3,37,75.6
"896","p25",22,193.2,74,"R",80.3,28.3,38,76.3
"897","p25",22,193.2,74,"R",80.3,28.3,39,76.4
"898","p25",22,193.2,74,"R",80.3,28.3,40,80.3
"899","p26",25,206,73,"R",82.1,32.1,1,32.1
"900","p26",25,206,73,"R",82.1,32.1,2,37.1
"901","p26",25,206,73,"R",82.1,32.1,3,41.7
"902","p26",25,206,73,"R",82.1,32.1,4,37.1
"903","p26",25,206,73,"R",82.1,32.1,5,41.6
"904","p26",25,206,73,"R",82.1,32.1,6,42.8
"905","p26",25,206,73,"R",82.1,32.1,7,48.2
"906","p26",25,206,73,"R",82.1,32.1,8,48.4
"907","p26",25,206,73,"R",82.1,32.1,9,50.5
"908","p26",25,206,73,"R",82.1,32.1,10,52.4
"909","p26",25,206,73,"R",82.1,32.1,11,55.1
"910","p26",25,206,73,"R",82.1,32.1,12,54.1
"911","p26",25,206,73,"R",82.1,32.1,13,57.3
"912","p26",25,206,73,"R",82.1,32.1,14,55.9
"913","p26",25,206,73,"R",82.1,32.1,15,58.1
"914","p26",25,206,73,"R",82.1,32.1,16,62.8
"915","p26",25,206,73,"R",82.1,32.1,17,66.7
"916","p26",25,206,73,"R",82.1,32.1,18,69.9
"917","p26",25,206,73,"R",82.1,32.1,19,70.7
"918","p26",25,206,73,"R",82.1,32.1,20,72.4
